ID	A_coref	B_coref
test-1664	False	True
test-1665	True	False
test-1666	False	True
test-1667	True	False
test-1668	False	True
test-1669	True	False
test-1670	False	True
test-1671	True	False
test-1672	True	False
test-1673	False	True
test-1674	False	True
test-1675	False	True
test-1676	True	False
test-1677	True	False
test-1678	False	True
test-1679	True	False
test-1680	False	True
test-1681	False	True
test-1682	True	False
test-1683	True	False
test-1684	True	False
test-1685	True	False
test-1686	True	False
test-1687	False	True
test-1688	False	True
test-1689	False	True
test-1690	False	True
test-1691	False	True
test-1692	True	False
test-1693	True	False
test-1694	True	False
test-1695	False	True
test-1696	True	False
test-1697	False	True
test-1698	True	False
test-1699	False	True
test-1700	True	False
test-1701	True	False
test-1702	False	True
test-1703	False	True
test-1704	False	True
test-1705	False	True
test-1706	True	False
test-1707	False	True
test-1708	False	True
test-1709	False	True
test-1710	True	False
test-1711	False	True
test-1712	False	True
test-1713	True	False
test-1714	False	True
test-1715	True	False
test-1716	True	False
test-1717	False	True
test-1718	True	False
test-1719	False	True
test-1720	False	True
test-1721	True	False
test-1722	False	True
test-1723	False	True
test-1724	True	False
test-1725	False	True
test-1726	False	True
test-1727	False	True
test-1728	False	True
test-1729	True	False
test-1730	True	False
test-1731	True	False
test-1732	False	True
test-1733	False	True
test-1734	True	False
test-1735	False	True
test-1736	False	True
test-1737	False	True
test-1738	False	True
test-1739	True	False
test-1740	True	False
test-1741	True	False
test-1742	True	False
test-1743	True	False
test-1744	False	True
test-1745	True	False
test-1746	True	False
test-1747	False	True
test-1748	False	True
test-1749	True	False
test-1750	False	True
test-1751	False	True
test-1752	False	True
test-1753	True	False
test-1754	False	True
test-1755	True	False
test-1756	True	False
test-1757	False	True
test-1758	True	False
test-1759	False	True
test-1760	False	True
test-1761	True	False
test-1762	False	True
test-1763	False	True
test-1764	False	True
test-1765	False	True
test-1766	True	False
test-1767	False	True
test-1768	False	True
test-1769	True	False
test-1770	False	True
test-1771	False	True
test-1772	False	True
test-1773	False	True
test-1774	True	False
test-1775	False	True
test-1776	False	True
test-1777	True	False
test-1778	True	False
test-1779	False	True
test-1780	False	True
test-1781	False	True
test-1782	False	True
test-1783	True	False
test-1784	False	True
test-1785	True	False
test-1786	True	False
test-1787	False	True
test-1788	False	True
test-1789	False	True
test-1790	False	True
test-1791	False	True
test-1792	True	False
test-1793	False	True
test-1794	False	True
test-1795	False	True
test-1796	False	True
test-1797	False	True
test-1798	False	True
test-1799	True	False
test-1800	False	True
test-1801	False	True
test-1802	False	True
test-1803	False	True
test-1804	True	False
test-1805	True	False
test-1806	False	True
test-1807	False	True
test-1808	False	True
test-1809	True	False
test-1810	True	False
test-1811	False	True
test-1812	True	False
test-1813	True	False
test-1814	True	False
test-1815	False	True
test-1816	False	True
test-1817	True	False
test-1818	True	False
test-1819	False	True
test-1820	True	False
test-1821	False	True
test-1822	False	True
test-1823	True	False
test-1824	False	True
test-1825	True	False
test-1826	False	True
test-1827	False	True
test-1828	False	True
test-1829	False	True
test-1830	False	True
test-1831	True	False
test-1832	False	True
test-1833	True	False
test-1834	True	False
test-1835	False	True
test-1836	False	True
test-1837	False	True
test-1838	True	False
test-1839	False	True
test-1840	False	True
test-1841	True	False
test-1842	True	False
test-1843	True	False
test-1844	False	True
test-1845	True	False
test-1846	False	True
test-1847	True	False
test-1848	False	True
test-1849	True	False
test-1850	True	False
test-1851	True	False
test-1852	False	True
test-1853	False	True
test-1854	False	True
test-1855	False	True
test-1856	False	True
test-1857	False	True
test-1858	False	True
test-1859	False	True
test-1860	True	False
test-1861	True	False
test-1862	False	True
test-1863	False	True
test-1864	False	True
test-1865	True	False
test-1866	False	True
test-1867	False	True
test-1868	False	True
test-1869	False	True
test-1870	False	True
test-1871	False	True
test-1872	True	False
test-1873	False	True
test-1874	False	True
test-1875	False	True
test-1876	False	True
test-1877	True	False
test-1878	False	True
test-1879	True	False
test-1880	False	True
test-1881	False	True
test-1882	False	True
test-1883	True	False
test-1884	False	True
test-1885	False	True
test-1886	True	False
test-1887	False	True
test-1888	True	False
test-1889	False	True
test-1890	False	True
test-1891	False	True
test-1892	False	True
test-1893	False	True
test-1894	True	False
test-1895	True	False
test-1896	False	True
test-1897	False	True
test-1898	False	True
test-1899	True	False
test-1900	True	False
test-1901	False	True
test-1902	False	True
test-1903	True	False
test-1904	True	False
test-1905	False	True
test-1906	True	False
test-1907	False	True
test-1908	False	True
test-1909	False	True
test-1910	True	False
test-1911	False	True
test-1912	False	True
test-1913	True	False
test-1914	False	True
test-1915	True	False
test-1916	False	True
test-1917	True	False
test-1918	False	True
test-1919	False	True
test-1920	False	True
test-1921	True	False
test-1922	True	False
test-1923	False	True
test-1924	False	True
test-1925	True	False
test-1926	False	True
test-1927	True	False
test-1928	False	True
test-1929	True	False
test-1930	True	False
test-1931	True	False
test-1932	False	True
test-1933	False	True
test-1934	False	True
test-1935	True	False
test-1936	False	True
test-1937	True	False
test-1938	False	True
test-1939	True	False
test-1940	True	False
test-1941	False	True
test-1942	True	False
test-1943	False	True
test-1944	False	True
test-1945	True	False
test-1946	False	True
test-1947	True	False
test-1948	False	True
test-1949	False	True
test-1950	False	True
test-1951	False	True
test-1952	False	True
test-1953	True	False
test-1954	True	False
test-1955	True	False
test-1956	True	False
test-1957	False	True
test-1958	False	True
test-1959	False	True
test-1960	False	True
test-1961	False	True
test-1962	False	True
test-1963	False	True
test-1964	True	False
test-1965	False	True
test-1966	False	True
test-1967	False	True
test-1968	False	True
test-1969	False	True
test-1970	True	False
test-1971	False	True
test-1972	False	True
test-1973	True	False
test-1974	False	True
test-1975	False	True
test-1976	False	True
test-1977	True	False
test-1978	False	True
test-1979	False	True
test-1980	True	False
test-1981	True	False
test-1982	False	True
test-1983	True	False
test-1984	False	True
test-1985	False	True
test-1986	True	False
test-1987	True	False
test-1988	False	True
test-1989	False	True
test-1990	False	True
test-1991	False	True
test-1992	False	True
test-1993	False	True
test-1994	True	False
test-1995	False	True
test-1996	True	False
test-1997	False	True
test-1998	False	True
test-1999	False	True
test-2000	False	True
